imgId,file,origResolution,infiPredPerson,infiProbPerson,gtPerson,infiCorrect,infiType,yoloModel,latencyMs,prepMs,totalMs,tau,stateName,cpuProcPct,cpuSysPct,pssMb,availMemMb,totalMemMb,freeMemMb,cpuFreqsKhz,gpuFreqKhz,batterySocPct,batteryTempC,batteryCurrentMa,batteryVoltageMv,batteryPowerMw,thermalLevel,preprocessMode
266409,000000266409.jpg,640x480,1,1.000000,1,1,TP,yolov8l_bsz4.ms,116.00,129.00,245.00,0.500,Light (Music + Nav),3.34,22.19,605.80,2298.00,11499.37,585.84,,0,71,33.00,382,4084588,1560312.62,2,fused
438862,000000438862.jpg,640x427,1,1.000000,1,1,TP,yolov8l_bsz4.ms,116.00,129.00,245.00,0.500,Light (Music + Nav),3.34,22.19,605.80,2298.00,11499.37,585.84,,0,71,33.00,382,4084588,1560312.62,2,fused
474028,000000474028.jpg,640x427,1,1.000000,1,1,TP,yolov8l_bsz4.ms,116.00,129.00,245.00,0.500,Light (Music + Nav),3.34,22.19,605.80,2298.00,11499.37,585.84,,0,71,33.00,382,4084588,1560312.62,2,fused
78915,000000078915.jpg,481x640,1,1.000000,1,1,TP,yolov8l_bsz4.ms,116.00,129.00,245.00,0.500,Light (Music + Nav),3.34,22.19,605.80,2298.00,11499.37,585.84,,0,71,33.00,382,4084588,1560312.62,2,fused
57597,000000057597.jpg,640x426,1,1.000000,1,1,TP,yolov8l_bsz4.ms,108.25,133.25,241.50,0.500,Light (Music + Nav),3.52,22.19,681.60,2177.00,11499.37,491.64,,0,71,33.00,347,4081998,1416453.31,2,fused
559842,000000559842.jpg,640x427,1,1.000000,1,1,TP,yolov8l_bsz4.ms,108.25,133.25,241.50,0.500,Light (Music + Nav),3.52,22.19,681.60,2177.00,11499.37,491.64,,0,71,33.00,347,4081998,1416453.31,2,fused
295713,000000295713.jpg,640x427,1,1.000000,1,1,TP,yolov8l_bsz4.ms,108.25,133.25,241.50,0.500,Light (Music + Nav),3.52,22.19,681.60,2177.00,11499.37,491.64,,0,71,33.00,347,4081998,1416453.31,2,fused
562243,000000562243.jpg,640x640,1,1.000000,1,1,TP,yolov8l_bsz4.ms,108.25,133.25,241.50,0.500,Light (Music + Nav),3.52,22.19,681.60,2177.00,11499.37,491.64,,0,71,33.00,347,4081998,1416453.31,2,fused
283520,000000283520.jpg,640x426,1,1.000000,1,1,TP,yolov8l_bsz4.ms,108.00,112.75,220.75,0.500,Light (Music + Nav),3.67,21.32,762.88,2101.00,11499.37,415.72,,0,71,33.00,436,4084473,1780830.23,2,fused
414170,000000414170.jpg,425x640,1,1.000000,1,1,TP,yolov8l_bsz4.ms,108.00,112.75,220.75,0.500,Light (Music + Nav),3.67,21.32,762.88,2101.00,11499.37,415.72,,0,71,33.00,436,4084473,1780830.23,2,fused
541055,000000541055.jpg,640x360,1,1.000000,1,1,TP,yolov8l_bsz4.ms,108.00,112.75,220.75,0.500,Light (Music + Nav),3.67,21.32,762.88,2101.00,11499.37,415.72,,0,71,33.00,436,4084473,1780830.23,2,fused
409475,000000409475.jpg,640x480,1,1.000000,1,1,TP,yolov8l_bsz4.ms,108.00,112.75,220.75,0.500,Light (Music + Nav),3.67,21.32,762.88,2101.00,11499.37,415.72,,0,71,33.00,436,4084473,1780830.23,2,fused
239537,000000239537.jpg,640x436,1,1.000000,1,1,TP,yolov8l_bsz4.ms,107.25,98.75,206.00,0.500,Light (Music + Nav),8.24,21.32,842.80,2052.00,11499.37,351.25,,0,71,33.00,103,4071991,419415.07,2,fused
537991,000000537991.jpg,640x480,1,1.000000,1,1,TP,yolov8l_bsz4.ms,107.25,98.75,206.00,0.500,Light (Music + Nav),8.24,21.32,842.80,2052.00,11499.37,351.25,,0,71,33.00,103,4071991,419415.07,2,fused
140640,000000140640.jpg,640x426,1,1.000000,1,1,TP,yolov8l_bsz4.ms,107.25,98.75,206.00,0.500,Light (Music + Nav),8.24,21.32,842.80,2052.00,11499.37,351.25,,0,71,33.00,103,4071991,419415.07,2,fused
386352,000000386352.jpg,640x427,1,1.000000,1,1,TP,yolov8l_bsz4.ms,107.25,98.75,206.00,0.500,Light (Music + Nav),8.24,21.32,842.80,2052.00,11499.37,351.25,,0,71,33.00,103,4071991,419415.07,2,fused
221291,000000221291.jpg,335x500,1,1.000000,1,1,TP,yolov8l_bsz4.ms,107.25,100.00,207.25,0.500,Light (Music + Nav),5.56,26.32,923.40,1977.00,11499.37,264.33,,0,71,33.00,95,4070751,386721.34,2,fused
410650,000000410650.jpg,640x480,1,1.000000,1,1,TP,yolov8l_bsz4.ms,107.25,100.00,207.25,0.500,Light (Music + Nav),5.56,26.32,923.40,1977.00,11499.37,264.33,,0,71,33.00,95,4070751,386721.34,2,fused
202228,000000202228.jpg,480x640,1,1.000000,1,1,TP,yolov8l_bsz4.ms,107.25,100.00,207.25,0.500,Light (Music + Nav),5.56,26.32,923.40,1977.00,11499.37,264.33,,0,71,33.00,95,4070751,386721.34,2,fused
559956,000000559956.jpg,640x480,1,1.000000,1,1,TP,yolov8l_bsz4.ms,107.25,100.00,207.25,0.500,Light (Music + Nav),5.56,26.32,923.40,1977.00,11499.37,264.33,,0,71,33.00,95,4070751,386721.34,2,fused
253742,000000253742.jpg,640x480,1,1.000000,1,1,TP,yolov8l_bsz4.ms,108.00,101.75,209.75,0.500,Light (Music + Nav),5.34,26.32,1003.80,1898.00,11499.37,183.50,,0,71,33.00,161,4073658,655858.94,2,fused
518770,000000518770.jpg,500x375,1,1.000000,1,1,TP,yolov8l_bsz4.ms,108.00,101.75,209.75,0.500,Light (Music + Nav),5.34,26.32,1003.80,1898.00,11499.37,183.50,,0,71,33.00,161,4073658,655858.94,2,fused
286553,000000286553.jpg,640x480,1,1.000000,1,1,TP,yolov8l_bsz4.ms,108.00,101.75,209.75,0.500,Light (Music + Nav),5.34,26.32,1003.80,1898.00,11499.37,183.50,,0,71,33.00,161,4073658,655858.94,2,fused
458992,000000458992.jpg,480x640,1,1.000000,1,1,TP,yolov8l_bsz4.ms,108.00,101.75,209.75,0.500,Light (Music + Nav),5.34,26.32,1003.80,1898.00,11499.37,183.50,,0,71,33.00,161,4073658,655858.94,2,fused
123213,000000123213.jpg,640x392,1,1.000000,1,1,TP,yolov8l_bsz4.ms,107.50,88.00,195.50,0.500,Light (Music + Nav),5.26,22.48,371.70,2525.00,11499.37,914.33,,0,71,33.00,345,4079230,1407334.35,2,fused
91406,000000091406.jpg,640x424,1,1.000000,1,1,TP,yolov8l_bsz4.ms,107.50,88.00,195.50,0.500,Light (Music + Nav),5.26,22.48,371.70,2525.00,11499.37,914.33,,0,71,33.00,345,4079230,1407334.35,2,fused
218439,000000218439.jpg,480x640,1,1.000000,1,1,TP,yolov8l_bsz4.ms,107.50,88.00,195.50,0.500,Light (Music + Nav),5.26,22.48,371.70,2525.00,11499.37,914.33,,0,71,33.00,345,4079230,1407334.35,2,fused
579307,000000579307.jpg,480x640,1,1.000000,1,1,TP,yolov8l_bsz4.ms,107.50,88.00,195.50,0.500,Light (Music + Nav),5.26,22.48,371.70,2525.00,11499.37,914.33,,0,71,33.00,345,4079230,1407334.35,2,fused
567640,000000567640.jpg,640x425,1,1.000000,1,1,TP,yolov8l_bsz4.ms,108.25,102.75,211.00,0.500,Light (Music + Nav),5.08,22.48,446.94,2448.00,11499.37,833.13,,0,71,33.00,285,4077506,1162089.21,2,fused
45550,000000045550.jpg,640x480,1,1.000000,1,1,TP,yolov8l_bsz4.ms,108.25,102.75,211.00,0.500,Light (Music + Nav),5.08,22.48,446.94,2448.00,11499.37,833.13,,0,71,33.00,285,4077506,1162089.21,2,fused
229849,000000229849.jpg,427x640,1,1.000000,1,1,TP,yolov8l_bsz4.ms,108.25,102.75,211.00,0.500,Light (Music + Nav),5.08,22.48,446.94,2448.00,11499.37,833.13,,0,71,33.00,285,4077506,1162089.21,2,fused
259690,000000259690.jpg,640x480,1,1.000000,1,1,TP,yolov8l_bsz4.ms,108.25,102.75,211.00,0.500,Light (Music + Nav),5.08,22.48,446.94,2448.00,11499.37,833.13,,0,71,33.00,285,4077506,1162089.21,2,fused
343218,000000343218.jpg,640x428,1,1.000000,1,1,TP,yolov8l_bsz4.ms,107.50,107.50,215.00,0.500,Light (Music + Nav),5.00,22.48,523.96,2377.00,11499.37,738.20,,0,71,33.00,447,4082517,1824885.10,2,fused
